Application Date,Age,Annual Income,Credit Score,Employment Status,Experience,Loan Amount,Loan Duration,Home Ownership Status,Monthly Debt Payments,CreditCard Utilization Rate,Number Of Open CreditLines,Number Of CreditInquiries,Debt To Income Ratio,Bankruptcy History,Loan Purpose,Payment History,Length Of Credit History,Total Assets,Total Liabilities,Monthly Income,Job Tenure,Net Worth,Interest Rate,Monthly Loan Payment,Loan Approved,Risk Score
02/15/2063,43,47762,564,Employed,21,10840,48,Mortgage,690,0.105540189027305,1,0,0.0761525529519029,0,Auto,20,16,21289,11331,3980.16666666666,5,9958,0.208697164071726,334.908986470326,1,40
02/16/2063,41,57758,508,Employed,18,27447,48,Other,259,0.401471599725416,3,0,0.0524811729208488,0,Home,25,26,70369,62976,4813.16666666666,6,7393,0.289651936417631,971.806028042614,0,51
02/17/2063,43,17106,603,Employed,18,9587,36,Mortgage,185,0.131395889798895,2,2,0.309303164403428,0,Home,27,21,29985,18636,1425.5,4,11349,0.228500810500456,370.361405742148,0,52
02/18/2063,30,15000,521,Employed,7,15986,24,Mortgage,328,0.2532507884182,6,2,0.164299473045553,0,Auto,16,3,282857,46120,1250,5,236737,0.255852289677933,857.898279781781,0,51
02/19/2063,26,106906,592,Employed,4,50289,72,Rent,254,0.152154674550207,2,2,0.464959739092298,0,Debt Consolidation,29,16,61435,8838,8908.83333333333,5,52597,0.249492270908581,1353.07735408939,0,52
02/20/2063,34,63444,619,Self-Employed,11,9757,60,Mortgage,327,0.368502619957753,5,1,0.086247595189778,1,Education,24,23,25418,20052,5287,4,5366,0.218279414704956,268.524096165842,0,62
02/21/2063,38,28240,618,Employed,13,9066,48,Rent,122,0.254037546799716,9,1,0.384697248285749,0,Other,23,5,151773,7296,2353.33333333333,5,144477,0.167561399219606,260.457405962778,0,51
02/22/2063,54,59389,541,Employed,30,15201,84,Mortgage,761,0.316021339764375,4,0,0.261597594199623,0,Auto,26,20,248014,9303,4949.08333333333,6,238711,0.25400917568476,388.667302754629,1,43.2
02/23/2063,61,46085,623,Employed,41,19225,72,Mortgage,134,0.123567149797556,0,1,0.498866016431286,0,Home,19,15,19533,24554,3840.41666666666,4,2996,0.237318603216265,503.00855690363,0,53
02/24/2063,56,45922,519,Employed,32,22670,60,Rent,388,0.162469920203251,3,1,0.0756806745834665,0,Education,21,26,77807,5035,3826.83333333333,3,72772,0.273477974843159,696.956105751819,0,48
02/25/2063,50,45553,600,Employed,27,17192,48,Mortgage,256,0.371141343020489,4,0,0.220403051859937,0,Home,21,2,54509,51242,3796.08333333333,6,3267,0.242235317299961,562.617395140398,0,54
02/26/2063,27,16267,546,Employed,2,13693,36,Mortgage,325,0.282834793399654,5,0,0.065762957884054,0,Debt Consolidation,31,14,186823,25901,1355.58333333333,3,160922,0.242074054372174,538.707741163979,0,48
02/27/2063,35,62103,524,Employed,12,24432,48,Mortgage,482,0.35466311890072,2,0,0.135235683474803,0,Education,25,26,238131,17025,5175.25,6,221106,0.262362117237811,827.031416179024,1,36.8
02/28/2063,42,133354,577,Employed,20,36503,84,Rent,423,0.287689788791505,9,0,0.442890562882537,0,Education,29,19,76750,7384,11112.8333333333,3,69366,0.241763730644471,904.815753952191,1,41.6
03/01/2063,32,74799,573,Employed,12,22833,60,Mortgage,242,0.173846113108631,7,1,0.190574424369694,0,Debt Consolidation,24,5,71964,16517,6233.25,6,55447,0.271942428487282,699.866394770586,0,49
03/02/2063,46,64098,595,Employed,25,17773,48,Rent,411,0.34845354567262,3,0,0.365457326270438,0,Auto,24,17,14574,14007,5341.5,3,1591,0.222047532873778,561.935025482705,1,43.2
03/03/2063,48,52778,434,Self-Employed,23,20653,36,Rent,190,0.361908357026192,4,0,0.199199529579419,0,Debt Consolidation,22,22,20047,32001,4398.16666666666,2,10311,0.308984191006813,886.946237617006,0,53
03/04/2063,46,28579,502,Employed,23,28602,48,Rent,282,0.188068182339843,3,0,0.260744958637274,0,Auto,26,21,46367,27351,2381.58333333333,6,19016,0.251837900084482,951.294461696669,0,53
03/05/2063,52,37553,453,Unemployed,30,9029,60,Mortgage,837,0.062846975282959,3,1,0.259616100733535,0,Home,29,15,118763,26753,3129.41666666666,10,92010,0.324519872138873,305.862028746969,0,53
03/06/2063,29,55121,540,Employed,4,32055,96,Mortgage,422,0.492782055522232,5,0,0.211066664768791,0,Home,24,3,28146,25808,4593.41666666666,7,2338,0.300873904929258,885.922840379306,0,56
03/07/2063,51,111055,626,Employed,26,29673,72,Other,459,0.41099122149997,2,1,0.170160634006115,0,Education,21,26,55603,125635,9254.58333333333,4,7320,0.211526829537042,730.716966624367,1,37.6
03/08/2063,31,82687,556,Employed,10,18549,36,Mortgage,131,0.703899885870879,4,0,0.540754415334287,0,Debt Consolidation,26,5,282273,19630,6890.58333333333,3,262643,0.250522792137867,738.017984062855,1,44
03/09/2063,28,56274,491,Employed,3,20655,72,Rent,264,0.487088658418473,2,0,0.238860535348594,0,Auto,28,4,168787,9429,4689.5,6,159358,0.266448990004409,577.415469604774,0,52
03/10/2063,46,80483,615,Employed,27,50331,24,Other,448,0.347237261748491,4,0,0.320545178764373,0,Home,19,10,73938,21382,6706.91666666666,6,52556,0.240963232055092,2663.47550981743,0,48
03/11/2063,54,45709,584,Employed,31,20855,60,Rent,214,0.567731631407042,4,0,0.073797667729817,0,Auto,29,7,78848,16495,3809.08333333333,1,62353,0.246166923375197,607.444205070098,0,51
03/12/2063,45,62037,584,Employed,22,65447,84,Rent,287,0.421263366666085,5,1,0.212860084860599,0,Other,18,19,63175,11908,5169.75,4,51267,0.314780488729742,1936.8111600491,0,57
03/13/2063,40,51530,605,Employed,15,29326,36,Rent,419,0.535752581690065,5,4,0.259214196879262,0,Home,18,9,79016,28076,4294.16666666666,2,50940,0.216693588778581,1114.9632244553,0,49
03/14/2063,43,56788,512,Employed,20,25920,36,Mortgage,321,0.375238508807592,1,1,0.075498478564114,0,Other,21,17,31382,129744,4732.33333333333,5,3724,0.225674005165471,997.521119393568,0,50
03/15/2063,41,27300,538,Employed,19,29010,48,Rent,421,0.394231363868557,3,0,0.174505315192451,0,Auto,21,11,354644,58397,2275,7,296247,0.228687460007324,927.728259343247,0,46
03/16/2063,26,21077,594,Employed,4,10153,12,Mortgage,880,0.270508760527722,4,2,0.671469650253627,0,Education,33,9,19006,23765,1756.41666666666,4,7875,0.154736664268038,918.663472251623,0,61
03/17/2063,25,28804,541,Employed,0,10284,48,Rent,676,0.544880698710761,3,2,0.240223617038011,0,Debt Consolidation,24,23,175181,146074,2400.33333333333,7,29107,0.266542543401572,350.544839863016,0,55
03/18/2063,39,43865,468,Employed,16,25024,48,Mortgage,451,0.268908448039793,6,1,0.196114845750939,0,Education,29,15,91139,21038,3655.41666666666,4,70101,0.299048842492422,899.630172925179,0,49
03/19/2063,40,34564,624,Employed,16,31027,84,Own,399,0.175494372198397,2,0,0.353029670452448,0,Home,17,3,110510,47061,2880.33333333333,5,63449,0.22186493576663,730.41394297205,0,52
03/20/2063,40,263496,637,Employed,22,10799,72,Mortgage,648,0.15469399750462,3,1,0.229487471279002,0,Debt Consolidation,17,14,62886,80618,21958,7,10720,0.219442109712453,270.979556210716,1,36.8
03/21/2063,48,62895,464,Employed,27,43498,36,Mortgage,484,0.207109001643222,7,0,0.141001525791482,0,Auto,19,29,9006,32121,5241.25,5,7145,0.262752768054722,1758.94619525109,0,50
03/22/2063,37,142825,573,Employed,13,30466,48,Mortgage,627,0.429316922740288,3,1,0.0765892320732645,0,Debt Consolidation,27,2,62872,31969,11902.0833333333,6,30903,0.206846958170801,938.241762829179,1,42.4
03/23/2063,46,114818,629,Employed,27,20215,120,Other,437,0.188957668389331,1,0,0.334048437354918,0,Education,25,26,157358,59808,9568.16666666666,5,97550,0.271514118247513,490.880634847117,1,37.6
03/24/2063,38,68873,633,Employed,14,40802,60,Mortgage,369,0.167848879614085,0,0,0.458792127451313,0,Home,25,29,664482,13524,5739.41666666666,7,650958,0.22452708961621,1137.43417274177,1,35.2
03/25/2063,61,70609,667,Employed,40,19106,60,Own,978,0.196362590611938,5,0,0.174252976975268,0,Home,27,23,24841,10909,5884.08333333333,4,13932,0.160170981231207,464.794391054576,1,34.4
03/26/2063,40,26462,632,Employed,20,16734,36,Other,300,0.481678265911978,1,1,0.321811782803743,0,Home,21,27,120137,36366,2205.16666666666,7,83771,0.177418513587051,602.80934009442,0,52
03/27/2063,68,52324,587,Employed,47,22574,24,Own,744,0.550500228407287,6,1,0.157109111416157,0,Education,12,19,53818,55504,4360.33333333333,5,6068,0.172102228663374,1118.39124021874,0,57
03/28/2063,44,86332,640,Self-Employed,18,18294,12,Mortgage,311,0.385521415935735,4,1,0.304529962946409,0,Debt Consolidation,26,5,59618,11391,7194.33333333333,6,48227,0.149759837349537,1650.97825520232,1,44
03/29/2063,37,70234,635,Employed,14,13467,72,Own,415,0.291620576979605,4,1,0.692339139983432,1,Debt Consolidation,19,27,274475,20074,5852.83333333333,10,254401,0.190891278694185,315.501916413548,1,48.8
03/30/2063,29,25748,529,Employed,8,14461,12,Own,365,0.344425818788863,1,0,0.466533745804516,0,Auto,28,22,333971,39446,2145.66666666666,5,294525,0.232874772652913,1362.44478537494,0,52
03/31/2063,22,33577,503,Employed,0,28209,84,Own,362,0.352774628617842,1,3,0.23310819683439,0,Debt Consolidation,21,29,31618,7704,2798.08333333333,2,23914,0.311935762189874,829.343901265459,0,53
04/01/2063,28,44810,587,Employed,4,16091,72,Mortgage,286,0.15974912256579,5,0,0.315013807330738,0,Auto,24,29,154414,105028,3734.16666666666,5,49386,0.200632648526807,386.015236628254,1,43.2
04/02/2063,29,38874,445,Employed,7,10537,48,Rent,495,0.260410859319697,6,4,0.315063091433219,0,Debt Consolidation,26,15,30477,148047,3239.5,9,7436,0.306552155026527,383.421133646335,0,55
04/03/2063,44,53252,662,Employed,20,20630,36,Own,356,0.202812307968484,4,2,0.361247362845348,0,Home,34,7,136384,60003,4437.66666666666,8,76381,0.194916825634577,761.351985326789,0,53
04/04/2063,33,39573,575,Employed,8,16519,24,Own,305,0.622968490015178,2,1,0.0617446417684934,0,Education,22,27,19494,11850,3297.75,3,7644,0.218250203087615,855.548499258302,0,53
04/05/2063,42,15000,641,Employed,18,23065,36,Mortgage,123,0.266646384168018,1,1,0.23271016002714,0,Education,23,4,26958,25266,1250,5,1692,0.199686127951106,856.809224955221,0,54
04/06/2063,55,53159,595,Employed,34,17529,36,Mortgage,348,0.402823055185951,3,4,0.271410966869731,0,Home,15,17,52501,38321,4429.91666666666,4,14180,0.219132878214819,668.654378982943,0,53
04/07/2063,38,28726,628,Employed,18,59524,48,Rent,401,0.277683863570584,4,2,0.0740865789489059,0,Home,33,15,54283,15066,2393.83333333333,1,39217,0.1924192,1787.38228283542,0,49
04/08/2063,64,93957,612,Self-Employed,45,14304,36,Rent,560,0.380746299083026,3,3,0.448849237716649,0,Debt Consolidation,29,14,15111,76166,7829.75,2,1627,0.204380701687525,534.7860477078,1,48.8
04/09/2063,25,45652,609,Employed,4,20653,24,Rent,366,0.424162599018357,2,2,0.133353613098379,0,Home,16,24,265662,12582,3804.33333333333,2,253080,0.224649623579659,1076.18760907519,0,43
04/10/2063,38,82934,567,Employed,16,17341,48,Own,161,0.349964574184412,5,2,0.179714254937968,0,Other,21,12,189106,19207,6911.16666666666,5,169899,0.230337866829181,556.125620657166,1,36
04/11/2063,33,57302,579,Employed,11,25023,84,Mortgage,605,0.202504671375901,4,0,0.307165820998485,0,Debt Consolidation,24,25,40657,13917,4775.16666666666,1,26740,0.225604504975224,594.876933210634,0,54
04/12/2063,51,105132,526,Employed,29,51094,60,Rent,285,0.347398826695238,0,0,0.25038512826322,0,Education,26,5,31822,27485,8761,2,4337,0.343684294884138,1792.73434706188,0,53
04/13/2063,18,15000,586,Employed,0,38431,12,Mortgage,447,0.206561162749075,5,0,0.136745926611655,0,Debt Consolidation,30,26,28153,19815,1250,4,8338,0.212604146778915,3583.26039299557,0,52
04/14/2063,22,41483,623,Employed,0,30569,84,Mortgage,472,0.151682262290236,3,1,0.139694481314301,0,Other,15,8,27270,25213,3456.91666666666,10,2057,0.223509446434244,722.746489154258,0,48
04/15/2063,38,15000,596,Employed,16,15222,24,Rent,316,0.315224781107787,3,0,0.192214080536553,0,Home,32,19,63610,10194,1250,5,53416,0.192159308406549,768.917863561307,0,50
04/16/2063,58,78687,632,Employed,39,27805,36,Mortgage,367,0.0683047248298043,3,5,0.378771625432182,0,Auto,31,13,95702,17347,6557.25,7,78355,0.213172621416583,1052.08998527423,0,48
04/17/2063,42,50653,631,Employed,15,18907,24,Rent,422,0.129134507509753,2,0,0.301381867161225,0,Home,23,28,163826,12150,4221.08333333333,3,151676,0.16476447598148,930.055501033659,0,52
04/18/2063,23,34312,537,Self-Employed,3,41306,84,Mortgage,532,0.396557847729964,1,0,0.432179002758376,0,Debt Consolidation,19,9,55202,23811,2859.33333333333,9,31391,0.323418771085694,1246.79758548659,0,61
04/19/2063,25,56961,573,Employed,4,19359,48,Rent,212,0.207918022568648,2,1,0.268739215663417,0,Home,28,22,69732,6407,4746.75,8,63325,0.183857669543787,572.580435543058,1,40
04/20/2063,60,34246,575,Self-Employed,36,27884,60,Other,552,0.130684501761955,2,3,0.482361837029843,0,Education,27,18,375222,5221,2853.83333333333,4,370001,0.257623142438416,830.940893921008,0,53
04/21/2063,32,137041,613,Employed,9,43226,36,Rent,307,0.343847551642514,3,2,0.192848470025581,0,Debt Consolidation,29,26,84864,3598,11420.0833333333,4,81266,0.240886044753076,1697.89091020811,1,34.4
04/22/2063,28,32385,559,Employed,2,25254,120,Own,830,0.31637250701698,2,3,0.529667555390612,0,Home,20,17,152308,6318,2698.75,4,145990,0.260772743635141,593.799975192458,0,55
04/23/2063,57,54617,645,Employed,33,14841,48,Mortgage,597,0.194263078236546,2,0,0.0319953812347763,0,Auto,26,21,82119,22194,4551.41666666666,2,59925,0.197078614956773,449.310233318896,0,44
04/24/2063,52,39867,596,Employed,30,69873,72,Other,236,0.333011724055616,5,1,0.613474646265833,1,Auto,24,14,147296,5594,3322.25,4,141702,0.296582137349966,2086.69922134178,0,67
04/25/2063,55,69407,566,Employed,30,16680,48,Mortgage,224,0.250782103177854,2,1,0.102852211388554,0,Home,18,2,21358,16115,5783.91666666666,3,5243,0.215268788869529,521.246402244926,0,54
04/26/2063,28,24503,583,Self-Employed,3,27782,24,Rent,433,0.244507187509599,1,0,0.662658772636866,0,Home,26,6,59295,6828,2041.91666666666,6,52467,0.20653628747954,1422.87403881382,0,63
04/27/2063,21,61406,558,Employed,0,11032,60,Mortgage,474,0.18603359986085,2,0,0.109784737126419,0,Auto,20,6,67263,3431,5117.16666666666,7,63832,0.216771571174698,302.670284438164,0,49
04/28/2063,41,40075,571,Employed,17,18245,60,Rent,404,0.503750594170619,4,0,0.18069349257086,0,Home,26,4,37885,3810,3339.58333333333,7,34075,0.285294,573.914284611627,0,55
04/29/2063,44,30535,410,Employed,22,51580,60,Rent,404,0.20722171322572,0,2,0.0931839120056131,0,Debt Consolidation,25,26,109200,34071,2544.58333333333,0,75129,0.332178772323933,1772.15539029063,0,49
04/30/2063,44,71153,499,Employed,22,13040,72,Mortgage,297,0.593605865656292,3,2,0.221677165144801,0,Home,24,1,28813,56504,5929.41666666666,7,1062,0.243182183958173,345.825246425996,1,45.6
05/01/2063,57,44777,657,Employed,34,16075,48,Other,579,0.625235913326816,1,0,0.129455364539585,0,Debt Consolidation,26,15,91940,108002,3731.41666666666,6,9053,0.21909,505.666374505797,0,53
05/02/2063,19,63609,578,Employed,0,67496,12,Other,518,0.488746357382857,3,0,0.458313276621218,0,Debt Consolidation,25,28,190082,22567,5300.75,5,167515,0.251916846354968,6421.3836087962,0,53
05/03/2063,50,78772,556,Employed,28,16489,36,Mortgage,462,0.309693672469956,2,1,0.256939793378713,0,Home,19,18,79746,15066,6564.33333333333,6,64680,0.236550731409617,643.928024388905,1,40
05/04/2063,26,29199,543,Employed,2,15254,12,Rent,447,0.298489741736861,6,1,0.229595430650722,0,Home,22,24,137332,32014,2433.25,8,105318,0.228030610180267,1433.59079141895,0,50
05/05/2063,50,53143,542,Employed,31,15362,60,Mortgage,279,0.180002306472034,3,1,0.143885751798158,0,Home,15,28,179614,18628,4428.58333333333,3,160986,0.249029809802422,450.021676507637,1,36
05/06/2063,34,40396,612,Employed,14,30786,36,Rent,477,0.198355609051232,3,2,0.548128331442864,0,Auto,18,28,46656,26522,3366.33333333333,4,20134,0.215996829757796,1169.36521317875,0,61
05/07/2063,30,46868,504,Employed,6,50824,60,Mortgage,827,0.476061078013282,3,0,0.0433874274934421,0,Home,30,5,68998,18318,3905.66666666666,8,50680,0.292411529686783,1620.71857253859,0,52
05/08/2063,32,70867,625,Employed,10,21857,108,Own,405,0.593918749796534,2,1,0.340202951325967,0,Home,26,10,96926,69080,5905.58333333333,6,27846,0.293207942783111,576.572949579712,0,52
05/09/2063,22,28313,625,Employed,0,18122,84,Mortgage,346,0.37200079376504,3,0,0.194107552434429,0,Other,21,6,22993,25286,2359.41666666666,6,2211,0.222212458543565,427.004147668908,0,51
05/10/2063,40,62193,594,Employed,17,19072,36,Rent,297,0.1929866874047,1,1,0.304751605019905,1,Debt Consolidation,22,21,29421,35820,5182.75,5,2392,0.214045884528781,722.506818889807,0,65
05/11/2063,30,69761,588,Unemployed,10,13776,36,Mortgage,483,0.193140166177951,3,2,0.354295620573331,0,Home,18,23,92260,11819,5813.41666666666,7,80441,0.205054678187047,515.520418861474,1,48
05/12/2063,49,24436,665,Employed,26,13204,108,Other,260,0.0614483699719105,1,3,0.229997548707621,0,Auto,25,11,88943,14222,2036.33333333333,6,74721,0.215530036060305,277.774610189686,0,45
05/13/2063,47,28431,593,Employed,23,29146,60,Mortgage,351,0.436959626835706,6,0,0.375405977876142,0,Debt Consolidation,24,20,75250,17652,2369.25,3,57598,0.212900625461456,793.260349751109,0,61
05/14/2063,60,44958,672,Employed,37,16281,84,Mortgage,613,0.0594167550239252,3,1,0.450077251324934,0,Debt Consolidation,17,24,28243,78347,3746.5,2,9080,0.205890005959891,367.335336631035,0,50
05/15/2063,44,38049,542,Unemployed,22,34032,12,Other,428,0.548354788577991,1,2,0.728678592159439,0,Other,33,20,45997,21028,3170.75,6,24969,0.1824256,3123.98343552134,0,63
05/16/2063,46,32797,590,Self-Employed,24,4970,12,Mortgage,615,0.13455307342437,4,1,0.222147256081697,0,Home,26,18,28216,12750,2733.08333333333,4,15466,0.202539493385408,460.997761259121,0,61
05/17/2063,56,114865,537,Unemployed,35,42398,60,Mortgage,335,0.645231144016229,2,2,0.280883224807298,0,Education,23,14,90066,25762,9572.08333333333,6,64304,0.264717731399915,1281.28453291798,0,54
05/18/2063,32,79360,611,Employed,12,13540,36,Own,425,0.402725571567397,2,3,0.138911807708099,0,Auto,23,5,24385,19873,6613.33333333333,7,4512,0.193410168609542,498.660137696901,0,50
05/19/2063,22,30534,579,Employed,2,30510,36,Rent,415,0.192373908175927,1,1,0.149731196318236,0,Other,23,15,62709,2451,2544.5,5,60258,0.225213572423415,1173.43578373248,0,48
05/20/2063,42,23238,585,Self-Employed,19,38761,120,Mortgage,478,0.147418190314701,2,1,0.17256154214194,0,Home,24,12,154095,18857,1936.5,4,135238,0.299989535707741,1021.77949936061,0,50
05/21/2063,22,54823,485,Employed,1,23187,48,Mortgage,326,0.455945966046214,6,0,0.368531821606432,0,Home,22,3,43128,133157,4568.58333333333,3,2065,0.232869589148664,746.827688091011,0,58
05/22/2063,69,113852,652,Employed,45,30585,72,Mortgage,960,0.274166655729683,2,2,0.252802159510442,0,Home,22,19,67060,19297,9487.66666666666,7,47763,0.200176574077456,732.91026200935,1,36
05/23/2063,57,178362,613,Employed,36,22963,96,Mortgage,457,0.155246820572682,2,1,0.144171649457329,0,Other,22,10,51264,26061,14863.5,3,25203,0.296613903727792,627.827585808211,1,35.2
05/24/2063,65,36047,477,Employed,45,56907,24,Rent,1564,0.327539058241457,1,3,0.208541775879066,0,Education,30,25,18979,2484,3003.91666666666,5,16495,0.268816171370086,3091.20138549122,0,53
05/25/2063,40,15000,574,Employed,18,26897,48,Rent,212,0.433656598998428,0,1,0.0782729210450701,0,Debt Consolidation,16,2,102435,7787,1250,7,94648,0.253389546057938,896.919684320959,0,55
05/26/2063,46,20623,605,Employed,19,12304,24,Rent,378,0.285090258683164,7,3,0.128299087337973,0,Home,23,23,138510,56842,1718.58333333333,5,81668,0.172477505306643,609.803340167164,0,47
05/27/2063,34,15000,593,Employed,12,21008,108,Rent,595,0.369598013253962,4,1,0.486342955458364,0,Debt Consolidation,24,14,32928,50872,1250,8,3759,0.311406066105347,581.733761366648,0,58
05/28/2063,50,69740,597,Unemployed,26,47841,108,Mortgage,292,0.238890473652513,4,0,0.152997766540589,0,Debt Consolidation,23,12,85850,16458,5811.66666666666,5,69392,0.309103932447558,1316.77623207969,0,51
05/29/2063,25,39236,582,Employed,2,17392,72,Own,592,0.138823884008569,4,0,0.0653046133342751,0,Auto,15,17,57574,4230,3269.66666666666,5,53344,0.2896704,511.6973103641,0,48
05/30/2063,18,57679,555,Employed,0,29670,48,Rent,429,0.390220580989734,3,2,0.530824759759655,0,Home,29,9,8136,39189,4806.58333333333,8,3990,0.285334115486138,1043.13906988898,0,65
